code,iso,country,region,total,CDI,B.1.1.1,B.1.1.2,B.1.1.3,B.1.1.4,B.1.2.1,B.1.2.2,B.1.2.3,B.1.2.4,B.1.2.5,B.1.3.1,B.1.3.2,B.1.3.3,B.1.3.4,B.1.3.5,B.1.4.1,B.1.4.2,B.1.4.3,B.1.5.1,B.1.5.2,B.1.5.3,B.1.5.4,B.1.6.1,B.1.6.2,B.1.6.3,B.2.1.1,B.2.1.2,B.2.2.1,B.2.2.2,B.2.3.1,B.2.3.2,B.2.3.3,B.2.3.4,B.2.4.1,B.2.4.2,B.2.4.3,B.2.4.4,B.2.4.5,B.2.4.6,B.3.1.1,B.3.1.2,B.3.1.3,B.3.1.4,B.3.1.5,B.3.2.1,B.3.2.2,B.3.2.3,B.3.2.4,B.3.2.5,B.3.3.1,B.3.3.2,B.3.3.3,B.3.4.1,B.3.4.2,B.3.4.3,B.3.4.4,B.3.4.5,B.3.4.6,B.3.4.7,B.3.5.1,B.3.5.2,B.3.5.3,B.1.1,B.1.2,B.1.3,B.1.4,B.1.5,B.1.6,B.2.1,B.2.2,B.2.3,B.2.4,B.3.1,B.3.2,B.3.3,B.3.4,B.3.5,B.1,B.2,B.3,B
,,,四分之一位数,43.9,43.3,40.2,37.7,47.9,19.3,39.7,59.0,45.0,86.4,41.1,55.5,32.2,29.6,29.6,41.5,51.8,52.1,24.0,69.4,14.4,46.3,60.2,38.5,34.0,24.1,82.4,86.9,57.2,7.2,57.5,30.5,31.0,59.0,8.0,10.3,3.7,5.2,11.4,13.2,81.5,25.0,56.0,3.5,39.2,49.2,21.3,47.4,39.0,43.9,9.3,91.7,59.8,23.7,37.3,51.6,18.3,1.4,25.5,46.6,32.3,50.2,49.0,38.6,63.7,42.1,35.0,52.7,36.0,86.0,32.0,48.2,27.8,51.8,46.3,57.3,27.8,48.3,48.9,54.3,48.9,51.1
,,,四分之三位数,49.8,50.6,57.0,51.3,61.8,26.7,53.8,68.0,93.9,100.0,76.4,75.3,59.4,59.4,57.5,62.9,67.5,76.7,43.4,81.6,49.0,79.8,86.1,52.1,50.3,53.6,96.6,92.0,64.8,15.7,86.8,63.3,53.8,71.8,62.6,59.8,17.1,23.8,88.6,81.9,90.7,49.3,66.3,74.8,59.3,68.4,34.1,63.1,49.5,100.0,18.5,98.8,84.8,41.2,60.6,68.7,62.1,21.6,45.4,51.9,55.3,74.9,58.7,49.8,70.0,56.6,40.7,68.3,49.8,93.0,40.4,63.0,45.5,57.9,56.9,64.3,39.6,62.1,53.8,58.8,52.9,54.1
,,,中位数,47.2,47.3,46.9,44.1,53.0,23.0,44.9,64.0,76.1,98.6,59.7,68.9,48.7,44.5,39.5,50.3,63.4,56.6,31.1,79.6,18.6,67.4,75.2,45.7,39.3,45.3,90.3,90.4,60.5,10.1,76.3,51.2,41.8,65.6,20.1,25.3,12.2,13.3,71.1,21.9,84.9,35.6,62.7,50.1,47.1,58.5,26.4,55.6,43.9,83.5,15.1,96.6,82.9,30.0,44.2,64.0,44.6,3.6,33.8,50.0,50.5,70.8,54.5,42.4,67.1,50.7,37.7,62.4,43.4,90.8,35.1,53.2,34.6,55.4,48.6,61.7,34.2,57.1,50.6,55.2,50.7,52.8
,,,均值,46.9,47.2,49.6,45.3,54.7,24.3,48.6,63.8,71.7,92.4,59.2,65.1,44.9,40.7,40.5,53.5,59.3,61.6,31.5,76.0,31.4,64.5,72.5,46.2,40.3,39.6,84.4,89.5,59.5,11.6,70.3,50.8,41.6,64.1,35.7,36.2,21.5,23.5,52.2,44.2,85.7,40.2,63.2,42.9,46.3,57.2,27.0,53.8,44.4,69.4,14.3,93.7,74.1,34.3,49.1,61.7,43.6,14.7,35.1,51.1,47.0,61.2,54.3,43.5,67.1,48.9,38.1,61.1,42.0,87.0,35.6,56.7,35.6,55.7,50.3,60.7,34.1,54.2,51.1,55.6,51.1,52.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code,iso,country,region,total,CDI,B.1.1.1,B.1.1.2,B.1.1.3,B.1.1.4,B.1.2.1,B.1.2.2,B.1.2.3,B.1.2.4,B.1.2.5,B.1.3.1,B.1.3.2,B.1.3.3,B.1.3.4,B.1.3.5,B.1.4.1,B.1.4.2,B.1.4.3,B.1.5.1,B.1.5.2,B.1.5.3,B.1.5.4,B.1.6.1,B.1.6.2,B.1.6.3,B.2.1.1,B.2.1.2,B.2.2.1,B.2.2.2,B.2.3.1,B.2.3.2,B.2.3.3,B.2.3.4,B.2.4.1,B.2.4.2,B.2.4.3,B.2.4.4,B.2.4.5,B.2.4.6,B.3.1.1,B.3.1.2,B.3.1.3,B.3.1.4,B.3.1.5,B.3.2.1,B.3.2.2,B.3.2.3,B.3.2.4,B.3.2.5,B.3.3.1,B.3.3.2,B.3.3.3,B.3.4.1,B.3.4.2,B.3.4.3,B.3.4.4,B.3.4.5,B.3.4.6,B.3.4.7,B.3.5.1,B.3.5.2,B.3.5.3,B.1.1,B.1.2,B.1.3,B.1.4,B.1.5,B.1.6,B.2.1,B.2.2,B.2.3,B.2.4,B.3.1,B.3.2,B.3.3,B.3.4,B.3.5,B.1,B.2,B.3,B
,,,Middle East and North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,最大值,50.83,51.97,100,86.08,88.22,87.45,100,100,100,100,98.03,100,100,71.45,100,97.82,94.86,100,100,91.32,80.8,100,100,54.29,84.91,56.37,99.7,96.74,68.8,25.7,72.23,76.81,100,83.39,99.96,99.4,97.62,94.08,93.01,99.82,90.79,100,30.35,88.75,69.9,99.9,100,100,100,100,100,100,47.83,71.71,100,100,100,86.9,80.28,77.93,45.8,99.4,77.2,87.02,89.66,84.2,70.05,68.57,57.17,94.79,43.68,63.6,79.26,62.04,85.1,69.25,67.08,61.57,69.14,63.16,56.52,59.28
,,,最小值,37.6,34.8,35.6,23.2,36.3,18.4,27.3,53.4,40.7,93.0,0.0,35.5,13.2,28.9,22.9,39.2,5.2,32.0,15.7,50.3,0.0,13.8,44.3,3.4,22.4,2.0,69.6,79.6,18.7,1.9,6.1,0.0,10.5,3.1,4.4,3.2,1.6,0.4,1.0,3.9,0.0,51.7,0.0,0.0,0.0,4.6,16.0,38.5,0.0,47.3,9.2,79.6,0.0,0.0,40.3,7.2,19.9,0.0,19.3,0.0,2.0,76.5,30.4,30.4,64.2,32.5,27.3,41.9,22.0,80.8,16.3,22.9,16.0,18.4,44.3,40.7,29.0,43.7,50.2,45.0,45.9,50.3
,,,四分之一位数,43.4,42.2,49.6,34.0,46.5,44.3,43.3,79.2,85.8,100.0,48.9,48.7,54.2,52.2,57.8,52.8,47.0,38.7,51.7,65.5,15.5,26.5,63.7,31.2,48.6,21.5,86.7,84.7,54.6,9.1,24.9,22.9,39.4,10.8,19.3,75.5,54.7,4.8,3.5,8.6,28.9,77.9,12.8,0.0,2.0,44.7,24.6,48.7,44.9,96.6,32.7,93.1,5.4,23.3,76.1,60.9,36.7,10.2,30.2,46.4,4.0,81.1,53.4,45.6,71.8,58.5,36.2,49.3,36.1,85.1,33.1,28.9,33.0,36.3,65.7,49.7,41.9,51.1,54.9,51.9,51.9,53.4
,,,四分之三位数,47.7,48.1,74.6,64.9,71.3,74.5,65.1,90.0,100.0,100.0,72.5,82.1,91.8,65.6,86.3,74.6,82.0,66.1,68.7,80.1,40.3,54.3,93.5,37.9,65.0,41.8,92.8,92.4,62.3,15.4,41.1,58.0,56.0,50.2,91.0,95.4,91.7,21.5,18.5,31.2,67.3,92.5,24.3,43.4,60.6,73.1,83.0,100.0,100.0,100.0,71.1,100.0,30.9,48.7,97.8,99.7,78.5,49.8,66.6,57.9,12.5,96.1,75.7,71.3,83.2,76.2,52.9,64.1,45.7,91.4,37.1,45.1,51.7,50.6,73.4,62.3,53.5,57.6,61.7,56.5,54.4,56.8
,,,中位数,46.4,46.4,63.4,53.1,58.1,65.1,60.1,83.2,95.8,100.0,59.9,65.8,67.7,60.6,70.0,58.9,59.7,48.5,62.3,72.8,15.9,44.9,83.3,34.7,56.5,27.2,89.5,89.7,58.9,11.3,30.1,33.6,46.4,31.3,86.0,87.9,82.5,10.8,10.7,13.6,58.6,84.1,20.0,24.1,36.2,63.5,37.3,69.8,79.2,100.0,41.4,98.5,12.8,34.0,80.7,94.2,63.0,26.3,41.2,49.0,8.7,85.6,68.8,60.4,76.9,67.7,41.3,54.0,38.2,89.9,36.0,35.8,48.2,44.4,69.3,52.7,46.6,55.6,57.7,54.7,53.1,55.8
,,,均值,45.4,45.0,64.4,50.9,58.9,60.5,57.4,82.8,87.3,99.2,59.0,66.3,68.6,57.2,70.0,63.4,63.2,53.9,62.0,72.8,28.4,43.8,78.1,33.6,55.7,30.0,88.6,88.6,56.0,12.9,33.9,38.9,46.7,32.9,57.9,73.7,66.8,21.0,17.1,23.9,47.9,83.7,17.8,26.7,33.1,59.3,51.4,70.5,70.5,93.6,52.1,95.1,18.5,34.7,80.6,78.5,60.7,34.1,47.6,48.9,11.3,87.7,62.9,58.7,77.1,65.1,44.8,55.8,39.8,88.6,34.5,38.1,43.4,41.8,69.0,55.2,48.0,54.0,58.5,54.7,52.8,55.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code,iso,country,region,total,CDI,B.1.1.1,B.1.1.2,B.1.1.3,B.1.1.4,B.1.2.1,B.1.2.2,B.1.2.3,B.1.2.4,B.1.2.5,B.1.3.1,B.1.3.2,B.1.3.3,B.1.3.4,B.1.3.5,B.1.4.1,B.1.4.2,B.1.4.3,B.1.5.1,B.1.5.2,B.1.5.3,B.1.5.4,B.1.6.1,B.1.6.2,B.1.6.3,B.2.1.1,B.2.1.2,B.2.2.1,B.2.2.2,B.2.3.1,B.2.3.2,B.2.3.3,B.2.3.4,B.2.4.1,B.2.4.2,B.2.4.3,B.2.4.4,B.2.4.5,B.2.4.6,B.3.1.1,B.3.1.2,B.3.1.3,B.3.1.4,B.3.1.5,B.3.2.1,B.3.2.2,B.3.2.3,B.3.2.4,B.3.2.5,B.3.3.1,B.3.3.2,B.3.3.3,B.3.4.1,B.3.4.2,B.3.4.3,B.3.4.4,B.3.4.5,B.3.4.6,B.3.4.7,B.3.5.1,B.3.5.2,B.3.5.3,B.1.1,B.1.2,B.1.3,B.1.4,B.1.5,B.1.6,B.2.1,B.2.2,B.2.3,B.2.4,B.3.1,B.3.2,B.3.3,B.3.4,B.3.5,B.1,B.2,B.3,B
,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,最大值,62.41,67.04,78.58,69.94,80.73,77.3,83.74,94.5,93.24,100,72.19,61.16,21.78,68.02,22.03,29.26,90.86,59.84,62.73,100,15.73,100,88.07,13.77,9.84,48.07,98.19,91.18,60.64,8.9,87.88,76.13,96.9,100,9.68,94.57,73.47,69.99,23.57,79.45,100,100,56.9,51.04,4.5,58.44,26.7,60.2,61.7,89.24,1.17,99.62,98.49,37.08,100,100,100,67.4,96.43,81.5,28.8,83.9,82.4,76.64,86.79,39.15,53.36,74.76,20.02,94.68,32.87,89.28,35.69,62.13,57.84,65.68,71.03,64.13,61.41,62.67,62.51,61.51
,,,最小值,60.77,63.4,67.17,66.59,73.19,55.98,74.04,93.77,88.99,100,15.56,46.69,15.28,53.24,5.75,18.42,70.35,48.33,41.7,95.22,15.48,89.76,84.1,11.96,0.04,33.62,93.75,89.59,53.75,5.1,62.25,72.35,87.11,96.83,9.53,25.49,17.68,9.44,10.86,3.4,98.83,89.94,43.85,43.08,2.7,52.36,23.2,59.3,59,66.21,0,98.55,69.88,35.07,98,100,100,58.9,92.76,6.54,15.8,81.2,58.2,65.73,76.41,29.18,40.1,72.33,19.08,91.67,31.33,80.58,35.5,56.04,53.44,56.89,69.77,52.63,54.06,60.63,57.87,58.19
,,,四分之一位数,61.18,64.31,70.0225,67.4275,75.075,61.31,76.465,93.9525,90.0525,100,29.7175,50.3075,16.905,56.935,9.82,21.13,75.4775,51.2075,46.9575,96.415,15.5425,92.32,85.0925,12.4125,2.49,37.2325,94.86,89.9875,55.4725,6.05,68.6575,73.295,89.5575,97.6225,9.5675,42.76,31.6275,24.5775,14.0375,22.4125,99.1225,92.455,47.1125,45.07,3.15,53.88,24.075,59.525,59.675,71.9675,0.2925,98.8175,77.0325,35.5725,98.5,100,100,61.025,93.6775,25.28,19.05,81.875,64.25,68.4575,79.005,31.6725,43.415,72.9375,19.315,92.4225,31.715,82.755,35.5475,57.5625,54.54,59.0875,70.085,55.505,55.8975,61.14,59.03,59.02
,,,四分之三位数,62,66.13,75.7275,69.1025,78.845,71.97,81.315,94.3175,92.1775,100,58.0325,57.5425,20.155,64.325,17.96,26.55,85.7325,56.9625,57.4725,98.805,15.6675,97.44,87.0775,13.3175,7.39,44.4575,97.08,90.7825,58.9175,7.95,81.4725,75.185,94.4525,99.2075,9.6425,77.3,59.5225,54.8525,20.3925,60.4375,99.7075,97.485,53.6375,49.05,4.05,56.92,25.825,59.975,61.025,83.4825,0.8775,99.3525,91.3375,36.5775,99.5,100,100,65.275,95.5125,62.76,25.55,83.225,76.35,73.9125,84.195,36.6575,50.045,74.1525,19.785,93.9275,32.485,87.105,35.6425,60.6075,56.74,63.4825,70.715,61.255,59.5725,62.16,61.35,60.68
,,,中位数,61.59,65.22,72.875,68.265,76.96,66.64,78.89,94.135,91.115,100,43.875,53.925,18.53,60.63,13.89,23.84,80.605,54.085,52.215,97.61,15.605,94.88,86.085,12.865,4.94,40.845,95.97,90.385,57.195,7,75.065,74.24,92.005,98.415,9.605,60.03,45.575,39.715,17.215,41.425,99.415,94.97,50.375,47.06,3.6,55.4,24.95,59.75,60.35,77.725,0.585,99.085,84.185,36.075,99,100,100,63.15,94.595,44.02,22.3,82.55,70.3,71.185,81.6,34.165,46.73,73.545,19.55,93.175,32.1,84.93,35.595,59.085,55.64,61.285,70.4,58.38,57.735,61.65,60.19,59.85
,,,均值,61.59,65.22,72.875,68.265,76.96,66.64,78.89,94.135,91.115,100,43.875,53.925,18.53,60.63,13.89,23.84,80.605,54.085,52.215,97.61,15.605,94.88,86.085,12.865,4.94,40.845,95.97,90.385,57.195,7,75.065,74.24,92.005,98.415,9.605,60.03,45.575,39.715,17.215,41.425,99.415,94.97,50.375,47.06,3.6,55.4,24.95,59.75,60.35,77.725,0.585,99.085,84.185,36.075,99,100,100,63.15,94.595,44.02,22.3,82.55,70.3,71.185,81.6,34.165,46.73,73.545,19.55,93.175,32.1,84.93,35.595,59.085,55.64,61.285,70.4,58.38,57.735,61.65,60.19,59.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code,iso,country,region,total,CDI,B.1.1.1,B.1.1.2,B.1.1.3,B.1.1.4,B.1.2.1,B.1.2.2,B.1.2.3,B.1.2.4,B.1.2.5,B.1.3.1,B.1.3.2,B.1.3.3,B.1.3.4,B.1.3.5,B.1.4.1,B.1.4.2,B.1.4.3,B.1.5.1,B.1.5.2,B.1.5.3,B.1.5.4,B.1.6.1,B.1.6.2,B.1.6.3,B.2.1.1,B.2.1.2,B.2.2.1,B.2.2.2,B.2.3.1,B.2.3.2,B.2.3.3,B.2.3.4,B.2.4.1,B.2.4.2,B.2.4.3,B.2.4.4,B.2.4.5,B.2.4.6,B.3.1.1,B.3.1.2,B.3.1.3,B.3.1.4,B.3.1.5,B.3.2.1,B.3.2.2,B.3.2.3,B.3.2.4,B.3.2.5,B.3.3.1,B.3.3.2,B.3.3.3,B.3.4.1,B.3.4.2,B.3.4.3,B.3.4.4,B.3.4.5,B.3.4.6,B.3.4.7,B.3.5.1,B.3.5.2,B.3.5.3,B.1.1,B.1.2,B.1.3,B.1.4,B.1.5,B.1.6,B.2.1,B.2.2,B.2.3,B.2.4,B.3.1,B.3.2,B.3.3,B.3.4,B.3.5,B.1,B.2,B.3,B
,,,South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,最大值,48.06,50.91,55.8,62.2,70.83,67.92,34.06,92.57,100,99.49,97.91,74.56,87.91,74.7,57.3,69.75,69.39,65.87,70.57,60.1,85.98,32.11,98.01,92.78,100,100,98.59,96.85,71.44,34.5,43.22,46.72,37.48,61.87,99.25,97.8,91.97,87.19,99.66,81.2,94.27,14.37,49.72,98.83,100,74.54,95,88.1,100,100,100,95.49,100,75.3,27.3,64.5,56.7,2.2,27.08,55.57,50.7,97.5,57.7,60.08,79.75,66.87,49.24,64.74,92.73,97.34,51.33,37.78,51.06,61.07,82.74,82.68,27.82,66.53,55.82,56.98,55.89,54.24
,,,最小值,35.86,33.96,4.66,0,10.84,15,10.91,43.58,30.74,44.97,82.86,56.91,54.02,15.7,0,23.46,50.7,18.81,35.73,3.51,30.75,0,42.35,48.31,43.92,36.94,76.16,74.65,60.2,6.2,0,6.5,0,0,8.74,5.53,1.32,1.17,4.06,0.14,0,3.79,0,0,61.1,25.08,20.3,40.7,44.5,22,5.73,48.49,24.49,22.16,7.3,0,0,0,0.47,48.6,4.7,72.8,44.7,10.28,47.79,32.49,32.11,32.61,43.06,80.27,35.32,3.91,6.44,30.03,42.26,48.23,10.26,46.97,45.09,42.65,43.5,47.73
,,,四分之一位数,39.33,38.505,26.725,7.52,21.26,22.055,13.15,52.57,43.445,52.855,84.63,61.185,66.34,45.71,3.935,32.755,60.395,25.905,48.2,22.05,56.64,5.98,63.22,71.93,73.27,65.73,88.175,80.88,64.215,9.9,2.43,11.96,2.235,27.745,9.625,18.515,4.415,8.92,37.56,3.875,16.355,6.16,0,71.15,70.2,51.73,32.95,47.55,54.7,75.405,50.675,80.99,39.545,31.51,13.5,18.25,15.2,0,2.5,49.57,6.85,85.75,46.2,21.385,55.855,44.53,33.175,38.21,76.22,86.385,37.86,16.66,39.575,35.905,56.035,54.34,14.85,48.885,46.1,52.15,45.485,49.01
,,,四分之三位数,46,46.35,31.325,20.66,32.7,53.465,17.435,83.985,87.84,78.595,96.995,65.795,70.34,63.42,30.31,63.875,62.555,62,56.425,45.46,76.38,22.615,93.045,86.685,88.865,90.55,97.12,96.33,70.945,19.19,31.63,24.435,24.145,60.035,83.5,89.065,20.85,23.8,94.43,52.09,49.325,8.015,17.075,93.875,87.6,56.885,74.75,67.15,100,100,83.645,90.19,60.46,46.955,18.6,51.65,45.65,0.05,12.65,51.22,34.55,94.65,54.25,35.17,65.27,55.93,44.635,53.43,85.585,92.82,44.545,32.945,46.125,45.12,79.04,76.33,22.555,55.515,52.3,56.575,52.16,51.9
,,,中位数,43.76,43.19,27.87,17.56,31.66,35.43,15.98,67.18,54.28,64.58,94.14,65.72,66.79,54.87,4.93,38.97,61.42,51.99,51.35,24.98,65.09,13.12,72.17,78.99,86.58,84.33,89.68,84.9,68.17,17,6.12,15.66,4.47,52.27,14.79,24.48,13.34,9.24,84.28,22.25,35.88,6.86,0.53,90.71,80.2,54.69,56.4,56.2,100,99.98,64.12,81.37,45.17,34.05,16,39.2,31.8,0,7.46,50.2,9.4,90.7,47.6,24.34,61.47,50.28,39.73,44.11,82.57,86.9,41.55,19.97,44.39,42,64.79,66.37,19.21,51.13,49.57,52.97,48.97,49.84
,,,均值,42.62,42.53857143,29.20428571,19.44571429,31.60714286,38.48428571,17.44571429,68.06285714,63.94142857,67.42,91.16571429,64.45,68.86857143,51.93285714,18.67428571,46.49142857,61.05857143,44.64,52.41428571,31.94428571,63.98,14.63142857,75.00857143,76.75857143,79.25285714,76.26142857,90.71714286,87.26,67.16142857,16.55428571,16.78,20.23857143,13.53,41.38571429,44.14714286,48.99571429,22.45142857,23.29142857,64.56857143,30.78857143,37.35857143,7.624285714,12.05714286,74.22714286,79.55714286,53.07714286,55.3,59.2,79.12857143,81.82714286,62.64142857,81.10142857,52.81,41.20571429,16.4,34.78571429,30.02857143,0.328571429,9.33,50.85,21.08571429,88.82857143,50.12857143,29.68714286,61.60857143,50.08,39.52857143,46.39142857,77.42428571,88.98857143,41.85857143,22.98142857,39.04142857,42.16428571,65.70571429,65.51714286,18.87142857,53.34714286,49.61142857,52.86428571,49.09285714,50.51857143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code,iso,country,region,total,CDI,B.1.1.1,B.1.1.2,B.1.1.3,B.1.1.4,B.1.2.1,B.1.2.2,B.1.2.3,B.1.2.4,B.1.2.5,B.1.3.1,B.1.3.2,B.1.3.3,B.1.3.4,B.1.3.5,B.1.4.1,B.1.4.2,B.1.4.3,B.1.5.1,B.1.5.2,B.1.5.3,B.1.5.4,B.1.6.1,B.1.6.2,B.1.6.3,B.2.1.1,B.2.1.2,B.2.2.1,B.2.2.2,B.2.3.1,B.2.3.2,B.2.3.3,B.2.3.4,B.2.4.1,B.2.4.2,B.2.4.3,B.2.4.4,B.2.4.5,B.2.4.6,B.3.1.1,B.3.1.2,B.3.1.3,B.3.1.4,B.3.1.5,B.3.2.1,B.3.2.2,B.3.2.3,B.3.2.4,B.3.2.5,B.3.3.1,B.3.3.2,B.3.3.3,B.3.4.1,B.3.4.2,B.3.4.3,B.3.4.4,B.3.4.5,B.3.4.6,B.3.4.7,B.3.5.1,B.3.5.2,B.3.5.3,B.1.1,B.1.2,B.1.3,B.1.4,B.1.5,B.1.6,B.2.1,B.2.2,B.2.3,B.2.4,B.3.1,B.3.2,B.3.3,B.3.4,B.3.5,B.1,B.2,B.3,B
,,,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,最大值,48.42,50.8,48.92,41.94,52.33,46.39,61.4,79.88,100,100,99.84,100,100,88.59,93.22,75.48,74.29,51.43,66.49,69.85,97.13,62.98,96.02,100,100,100,99.94,99.58,73.56,31.1,100,71.05,72.23,86.39,99.28,99.72,91.88,92.23,99.63,98.39,90.11,74.01,96.08,100,100,100,100,100,100,100,100,99.75,98.73,100,72.3,96.1,89.4,21.7,52.81,58.3,78.9,98.5,78,44.72,78.3,85.73,47.04,71.14,99.35,96.64,44.45,73.56,58.9,66.42,88.89,72.65,44.94,79.73,52.64,57.72,55.96,50.8
,,,最小值,31.77,28.89,0,0,0,0,0,0,0,4.04,0,40.05,24.58,0,0,0,0,0,1.3,0,14.68,0,0,26.92,50.61,8.5,5.81,67.79,0,4.6,0,0,0,0,2.27,0.94,0.68,1.06,0.58,0.46,0,0,22.08,0,22,16.43,3.8,9.4,17,0,9.89,0,11.02,15.3,2.8,0,1.9,0,0,43.59,2.1,0,23.6,0.59,25.95,21.86,9.83,25.07,30.31,49.42,8.35,1.81,8.07,21.79,34.14,27.92,15.33,21.37,32.39,34.71,40.53,41.63
,,,四分之一位数,36.45,34.42,7.36,4.83,4.63,5.64,9.02,22.45,1.64,33.09,93.16,70.62,74.04,52.97,58.02,38.62,16.48,5.1,31.37,9.37,74.56,12.51,42.35,88.5,76.78,57.2,71.12,82.57,54.34,10.2,6.12,3.37,7.21,12.85,8.85,14.91,4.39,6.97,14.9,5.54,53.08,0.2,35.79,18.37,67.7,56.86,20.1,45,43.9,77.52,23.06,25.97,40.59,52.86,7.4,43.3,31.5,0,0.22,50.51,17.4,83.9,48.8,6.58,37.02,57.55,14.66,36.64,75.97,76.44,34.05,15.12,27.08,39.68,54.13,36.06,22,54.83,39.63,44.4,44.23,44.51
,,,四分之三位数,41.01,41.32,18.75,17.12,22.63,19.91,29.61,56.08,18.86,69.62,99.03,92.91,87.25,76.29,72.18,55.99,34.42,17.62,49.63,34.73,87.28,35.13,84.1,95.66,93.37,86.34,91.03,91.77,63.06,16.13,36.56,31.37,34.81,54.4,81,91.94,75.21,21.01,90.73,53.15,76.94,8.41,51.46,73.96,89.9,91.34,44.7,61.6,66.6,100,46.92,64.37,58.08,73.61,17.8,57.6,48.2,0.5,5.76,54.12,38.9,94.3,65.8,18.14,49.64,75.53,22.68,56.24,87.21,89.17,37.18,32.02,46.98,52.75,67.07,49.85,29.35,63,46,52.91,48.94,48.22
,,,中位数,38.72,37.79,13.14,10.98,14.59,11.74,17.49,40.33,5.4,47.28,97.63,82.45,81.5,66.51,63.64,47.53,25.63,12.65,38.68,19.12,82.02,22.54,66.2,92.89,84.91,76.39,83.74,86.73,56.89,13.9,12.24,17.31,20.49,24.83,14.71,68.94,12.89,10.27,78.16,15.72,64.97,1.12,43.85,49.42,80.9,72.82,25.7,52.1,56.9,100,35.03,35.16,46.99,60.09,10.7,48.9,44.2,0,2.04,52.4,27.7,89.8,53.9,13.02,41.07,68.81,18.44,48.59,85.33,85.4,35.48,24.68,37.22,49.26,61.82,41.37,24.11,58.77,43.65,48.72,46.78,46.39
,,,均值,39.04027027,38.24756757,15.52918919,13.12675676,15.54675676,13.42594595,20.59702703,38.55135135,19.85297297,51.52378378,90.64432432,81.7672973,77.65,60.43648649,62.10243243,45.01540541,27.21594595,13.27810811,39.39324324,23.26594595,79.22972973,24.66945946,59.63405405,88.27756757,82.52648649,70.45,75.33675676,86.66297297,56.98351351,13.9427027,25.10945946,20.75594595,23.48297297,30.98675676,39.34891892,52.99054054,31.8727027,15.05918919,54.28027027,31.15108108,61.60540541,8.613513514,44.46891892,47.86297297,75.07567568,72.45675676,35.54864865,54.09459459,60.77486486,78.10621622,38.39459459,41.22648649,51.05351351,63.06783784,16.06756757,50.36486486,43.14054054,1.681081081,8.273243243,51.86054054,31.3027027,83.36675676,56.2027027,14.4072973,44.23405405,65.39432432,19.97135135,46.69945946,80.41837838,81,35.46378378,25.08351351,37.44972973,47.52540541,60.19648649,43.5572973,26.08486486,56.95702703,43.30405405,48.69135135,46.64972973,46.20972973
